author,statement,source,date,target,Label
Ciara O'Rourke,“They put” monkeypox in the water in Atlanta.,Viral image,"August 15, 2022",false,0
Ciara O'Rourke,"Donald Trump Jr. tweeted, “While my father loves almost all his supporters, please do not come to Mar-a-Lago to support President Trump. We have many important people coming through the club and need to keep it clean.”",Viral image,"August 15, 2022",false,0
Yacob Reyes,Video shows Ron DeSantis arguing with Sean Hannity,Tweets,"August 15, 2022",false,0
Andy Nguyen,"""Bill Gates and AOC say that a cow emits more pollution than a car.""",Facebook posts,"August 15, 2022",false,0
Tom Kertscher,"""Brian Kemp wants to investigate and punish women for having miscarriages.""",Stacey Abrams,"August 12, 2022",false,0
Yacob Reyes,"""Boston Children’s Hospital is now offering 'gender-affirming hysterectomies' for young girls.""",Tweets,"August 12, 2022",false,0
D.L. Davis,On endorsing former President Donald Trump in 2024,Tim Michels,"August 12, 2022",half-flip,0
Tom Kertscher,"""Adam Laxalt fought an investigation into the oil industry, then they funded his campaign.""",Catherine Cortez Masto,"August 12, 2022",half-true,0
Jon Greenberg,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!""",Donald Trump,"August 12, 2022",pants-fire,0
Jeff Cercone,The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,Matt Gaetz,"August 12, 2022",false,0
Ciara O'Rourke,A photo shows Ghislaine Maxwell and Bruce Reinhart.,Viral image,"August 12, 2022",false,0
Alan Hovorka,"""Governor Tony Evers gave counties the green light to defund Wisconsin's police departments.""",Republican Governors Association,"August 12, 2022",barely-true,0
Jon Greenberg,"“Democrats' new army of 87,000 IRS agents will be coming for you — with 710,000 new audits for Americans who earn less than $75k.”",Kevin McCarthy,"August 11, 2022",barely-true,0
Ciara O'Rourke,"“Pennsylvania sent out 1,823,148 mail-in ballots. They got back 2,589,242.”",Viral image,"August 11, 2022",false,0
Jeff Cercone,"A ""Delta Force” seized a shipment of weapons headed to the IRS.",TikTok posts,"August 11, 2022",pants-fire,0
Warren Fiske,“Abigail Spanberger still votes with and shares Joe Biden’s positions 100% of the time.”,Yesli Vega,"August 11, 2022",mostly-true,0
Andy Nguyen,Electric cars in California are not sustainable as only 10% of their batteries are recyclable and the state can’t recycle them.,Instagram posts,"August 11, 2022",false,0
Amy Sherman,On taking the Fifth Amendment,Donald Trump,"August 10, 2022",half-flip,0
Nuria Diaz,"""Urgente! China confirma la invasión de Los Ángeles y Baja California! Prepararon 1000 destructores!""",Facebook posts,"• August 10,",false,0
Yacob Reyes,"""They are literally chopping off the private parts of young kids.""",Ron DeSantis,"August 10, 2022",barely-true,0
Madison Czopek,"Former President Donald Trump asked “for troops around the Capitol to make sure everyone is safe,” on Jan. 6, 2021, but was “turned down by the Democrats.”",Facebook posts,"August 10, 2022",false,0
Andy Nguyen,Video shows Clark County poll worker acting illegally by asking people to place their ballots into a bag outside of a drop box.,Facebook posts,"August 10, 2022",false,0
Ciara O'Rourke,Photo shows electric cars that were bought for civil servants in France and then abandoned because “it was too expensive to replace the batteries.”,Viral image,"August 10, 2022",false,0
Paul Specht,“North Carolina is among some of the top states in the country for the number of ghost guns that are seized as crime guns.”,Michael Easley Jr.,"August 9, 2022",mostly-true,0
Ciara O'Rourke,“Ted Cruz leaks new document obtained from Hunter’s laptop implicating Nancy Pelosi.”,Facebook posts,"August 9, 2022",false,0
Nuria Diaz,"""Urgente! China prepara un ataque nuclear desde el espacio! Nueva York en alerta roja!""",Facebook posts,"• August 9,",false,0
Nusaiba Mizan,"""Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half.""",Beto O'Rourke,"August 9, 2022",mostly-true,0
Jeff Cercone,Brittney Griner is really a man.,Facebook posts,"August 9, 2022",pants-fire,0
Julie Appleby,"About a federal hospital price transparency requirement, “Nobody’s enforcing that law.”",Power to the Patients,"August 9, 2022",half-true,0
Kelly Smits,“We have more oil and gas permits than ever before right now.”,Mandela Barnes,"August 9, 2022",mostly-true,0
Sara Swann,"Photo shows a “massive” crowd at a Trump rally in Wisconsin on Aug. 5, 2022.",Viral image,"August 8, 2022",false,0
Louis Jacobson,Overturning Roe v. Wade was an “unconstitutional action by” the Supreme Court.,Karine Jean-Pierre,"August 8, 2022",false,0
Monique Curet,There is documentation of bull sharks in the Great Lakes.,Instagram posts,"August 5, 2022",false,0
Louis Jacobson,The Senate Democrats’ reconciliation bill “will strip $300 billion from Medicare.”,American Prosperity Alliance,"August 5, 2022",false,0
Maria Ramirez,“Biden wants to give illegals ID cards so they can start collecting American benefits.”,Tomi Lahren,"• August 5,",false,0
Grace Abels,"Consuming “rice and beans, milk, cheese, butter and eggs” causes disease by age 30.",Facebook posts,"August 5, 2022",pants-fire,0
Monique Curet,Suggests root canals are linked to breast cancer.,Instagram posts,"August 5, 2022",false,0
Andy Nguyen,"""Congratulations to the IRS on winning the $846.3 million Mega Millions Jackpot.”",Facebook posts,"August 5, 2022",false,0
Madeline Heim,“Tim Michels pushed for years to raise (Wisconsin’s) gas tax.”,Rebecca Kleefisch,"August 5, 2022",barely-true,0
Madison Czopek,The CDC has classified monkeypox as an airborne form of herpes that can lead to paralysis.,Facebook posts,"August 5, 2022",false,0
Jeff Cercone,"""AirPods are essentially microwaving your brain.”",Instagram posts,"August 4, 2022",false,0
Julie Rovner,"“In no way, shape, or form is access to contraception limited or at risk of being limited.”",Kat Cammack,"August 4, 2022",false,0
Nuria Diaz,Una ballena se traga a dos mujeres en California.,Facebook posts,"• August 3,",false,0
Louis Jacobson,"A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",Adam Laxalt,"August 3, 2022",half-true,0
Andy Nguyen,"Nancy Pelosi and Democrats ""want to turn 150 million Americans into felons overnight"" with HR 1808.",Instagram posts,"August 3, 2022",false,0
Tom Kertscher,"John Fetterman wants to “eliminate life sentences for murderers.""",Mehmet Oz,"August 3, 2022",barely-true,0
Grace Abels,"""The Sun is out of place, the Moon is out of place and the stars are out of place. The compasses are off"" because of a shift in the Earth’s poles.",Facebook posts,"August 3, 2022",pants-fire,0
Gabrielle Settles,"Synthetic cyanide-based B12 is a ""toxic ingredient in your kids vitamins.""",Facebook posts,"August 2, 2022",false,0
Monique Curet,“China threatens to shoot Nancy Pelosi’s plane down if she visits Taiwan.”,Instagram posts,"August 2, 2022",false,0
D.L. Davis,"""There is absolutely no reason why Wisconsin should be facing a worker shortage to the level we are when there are 123,000 more able-bodied childless adults on BadgerCare since the pandemic.""",Rebecca Kleefisch,"August 2, 2022",barely-true,0
Amy Sherman,Pens provided by Maricopa County are part of a plot to rig the Arizona primary.,Tweets,"August 1, 2022",false,0
Jon Greenberg,Sen. Mark Kelly “voted to legalize abortion up until the moment of birth.”,Blake Masters,"August 1, 2022",barely-true,0
Andy Nguyen,The Atlantic published a story titled “Quiet Courage of Biden’s Negative Growth Economy”,Viral image,"August 1, 2022",false,0
Warren Fiske,“Abigail Spanberger is raking in thousands from defund the police groups because she supports defunding the police.”,National Republican Congressional Committee,"August 1, 2022",false,0
Nina Baker,The Democrats’ Women’s Health Protection Act of 2022 “would permit abortion up until delivery.”,Mariannette Miller-Meeks,"August 1, 2022",barely-true,0
Maria Ramirez,"""Karrin Taylor Robson gave illegals tuition discounts and made us pay for it.""",Kari Lake,"• August 1,",half-true,0
Yacob Reyes,"You can't pour water on flames from an electric car battery because “water makes lithium burn.""",Facebook posts,"July 29, 2022",false,0
Monique Curet,“Know what they always find in Alzheimer’s patients? Excessive aluminum in the brain. Know what makes your body hoard aluminum? Fluoride.”,Facebook posts,"July 29, 2022",false,0
Grace Abels,"A cure for cancer, known as a Rife machine, was found in 1934.",Viral image,"July 29, 2022",false,0
Gabrielle Settles,Baby carrots are soaked in bleach and can cause cancer.,Facebook posts,"July 29, 2022",false,0
Kristin Hugo,"In its July “red alert” for extreme heat, the U.K.'s Met Office warned that high temperatures could cause blood clotting.",Facebook posts,"July 29, 2022",false,0
Andy Nguyen,"""A Jackson, Tennessee, employee passed out this morning from handling a dollar bill with fentanyl on it.""",Facebook posts,"July 29, 2022",false,0
Madison Czopek,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",Facebook posts,"July 29, 2022",false,0
Monique Curet,"“Three doctors from the same hospital ‘die suddenly’ in the same week,” after the hospital mandated a fourth COVID-19 vaccine for employees.",The Gateway Pundit,"July 29, 2022",false,0
Yacob Reyes,"Dr. Birx ""changes tune on"" COVID-19 vaccines and ""admits vaccines don't work.""",Facebook posts,"July 29, 2022",false,0
Amy Sherman,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",The Gateway Pundit,"July 29, 2022",pants-fire,0
Madeline Heim,“The legislature has long maintained that the law never allowed these illegal drop boxes.”,Robin Vos,"July 29, 2022",barely-true,0
Louis Jacobson,"""We've cut the deficit by a record $1.5 trillion this year.""",Janet Yellen,"July 28, 2022",half-true,0
Grace Abels,NASA photos of the moon and Earth show that “space is fake.”,Viral image,"July 28, 2022",pants-fire,0
Tom Kertscher,Raphael Warnock and Catherine Cortez Masto “voted to allow hundreds of millions of dollars of COVID relief funds to be squandered” on leisure projects.,One Nation,"July 28, 2022",half-true,0
Jill Terreri,The entire banking system in Canada is closing down.,Facebook posts,"• July 28,",false,0
Grace Abels,A “small area” in western Texas and southeastern New Mexico “has enough oil to fuel America for the next 200 years.”,Viral image,"July 28, 2022",false,0
Andy Nguyen,"""Plankton in the Atlantic Ocean is 90% gone.""",Instagram posts,"July 27, 2022",false,0
Jeff Cercone,Jane Goodall’s comments about population growth at World Economic Forum show COVID-19 pandemic was planned.,Instagram posts,"July 27, 2022",pants-fire,0
Jeff Cercone,Germany weather maps show media exaggerating effects of climate change.,Facebook posts,"July 27, 2022",false,0
Tom Kertscher,"Instead of fighting opioid addiction, a nonprofit founded by J.D. Vance paid his “top political adviser” and funded “political polling.”",Tim Ryan,"July 27, 2022",mostly-true,0
Louis Jacobson,‘The White House is now trying to protect Joe Biden by changing the definition of the word recession.',Instagram posts,"July 27, 2022",false,0
Monique Curet,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",Facebook posts,"July 26, 2022",pants-fire,0
Yacob Reyes,"Val Demings ""called abolishing the police 'thoughtful.'""",Marco Rubio,"July 26, 2022",false,0
Kristin Hugo,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.”",Facebook posts,"July 26, 2022",false,0
Alan Hovorka,"""In the Wisconsin State Assembly this session, more than 75% of GOP bills received a public hearing. Meanwhile, the GOP allowed less than 2% of Democratic bills to have a hearing.""",Francesca Hong,"July 26, 2022",true,1
Andy Nguyen,“Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter’s Laptop IMPLICATES her.”,Facebook posts,"July 26, 2022",pants-fire,0
